date,zone,day_of_week,day_type,is_weekend,is_holiday,weather_condition,rainfall_mm,event_type,estimated_visitors,season,bin_availability,previous_waste_kg,waste_volume_kg
2024-01-04,Food Vendor Area,3,Weekday,0,0,Rainy,16.2,None,2064,Wet Season,27,798.1,721.0
2024-01-04,Parking Area,3,Weekday,0,0,Rainy,16.2,None,1284,Wet Season,14,547.5,479.7
2024-01-04,Hotel Front Area,3,Weekday,0,0,Rainy,16.2,None,1859,Wet Season,20,530.2,455.1
2024-01-04,Event Area,3,Weekday,0,0,Rainy,16.2,Sports Event,4093,Wet Season,28,1381.2,1613.0
2024-01-04,Legian-side Beach Zone,3,Weekday,0,0,Rainy,16.2,None,2379,Wet Season,27,598.4,599.4
2024-01-05,Beachwalk Area,4,Weekday,0,0,Rainy,21.1,None,2875,Wet Season,8,774.7,749.2
2024-01-05,Main Beach Gate,4,Weekday,0,0,Rainy,21.1,None,1432,Wet Season,27,667.7,577.1
2024-01-05,Food Vendor Area,4,Weekday,0,0,Rainy,21.1,None,1509,Wet Season,15,721.0,679.1
2024-01-05,Parking Area,4,Weekday,0,0,Rainy,21.1,None,2048,Wet Season,26,479.7,427.8
2024-01-05,Hotel Front Area,4,Weekday,0,0,Rainy,21.1,None,2197,Wet Season,16,455.1,491.6
2024-01-05,Event Area,4,Weekday,0,0,Rainy,21.1,Cultural Ceremony,3333,Wet Season,14,1613.0,1500.7
2024-01-05,Legian-side Beach Zone,4,Weekday,0,0,Rainy,21.1,None,2448,Wet Season,24,599.4,500.4
2024-01-06,Beachwalk Area,5,Weekend,1,0,Stormy,36.4,Beach Festival,3747,Wet Season,9,749.2,2108.7
2024-01-06,Main Beach Gate,5,Weekend,1,0,Stormy,36.4,None,2910,Wet Season,11,577.1,718.5
2024-01-06,Food Vendor Area,5,Weekend,1,0,Stormy,36.4,None,1560,Wet Season,13,679.1,862.8
2024-01-06,Parking Area,5,Weekend,1,0,Stormy,36.4,None,1296,Wet Season,29,427.8,544.9
2024-01-06,Hotel Front Area,5,Weekend,1,0,Stormy,36.4,Beach Festival,4790,Wet Season,13,491.6,1600.6
2024-01-06,Event Area,5,Weekend,1,0,Stormy,36.4,None,2844,Wet Season,11,1500.7,1072.9
2024-01-06,Legian-side Beach Zone,5,Weekend,1,0,Stormy,36.4,None,1229,Wet Season,27,500.4,633.6
2024-01-07,Beachwalk Area,6,Weekend,1,0,Cloudy,1.4,None,2068,Wet Season,15,2108.7,1064.3
2024-01-07,Main Beach Gate,6,Weekend,1,0,Cloudy,1.4,None,1653,Wet Season,25,718.5,758.1
2024-01-07,Food Vendor Area,6,Weekend,1,0,Cloudy,1.4,None,3164,Wet Season,14,862.8,902.4
2024-01-07,Parking Area,6,Weekend,1,0,Cloudy,1.4,None,2360,Wet Season,27,544.9,525.9
2024-01-07,Hotel Front Area,6,Weekend,1,0,Cloudy,1.4,None,2765,Wet Season,19,1600.6,920.1
2024-01-07,Event Area,6,Weekend,1,0,Cloudy,1.4,None,3300,Wet Season,16,1072.9,868.0
2024-01-07,Legian-side Beach Zone,6,Weekend,1,0,Cloudy,1.4,None,1309,Wet Season,10,633.6,664.4
2024-01-08,Beachwalk Area,0,Weekday,0,0,Rainy,22.8,None,3427,Wet Season,15,1064.3,924.2
2024-01-08,Main Beach Gate,0,Weekday,0,0,Rainy,22.8,None,1053,Wet Season,10,758.1,636.7
2024-01-08,Food Vendor Area,0,Weekday,0,0,Rainy,22.8,None,952,Wet Season,25,902.4,641.6
2024-01-08,Parking Area,0,Weekday,0,0,Rainy,22.8,None,1621,Wet Season,10,525.9,517.2
2024-01-08,Hotel Front Area,0,Weekday,0,0,Rainy,22.8,None,960,Wet Season,11,920.1,601.2
2024-01-08,Event Area,0,Weekday,0,0,Rainy,22.8,None,3257,Wet Season,15,868.0,890.0
2024-01-08,Legian-side Beach Zone,0,Weekday,0,0,Rainy,22.8,None,1856,Wet Season,23,664.4,478.2
2024-01-09,Beachwalk Area,1,Weekday,0,0,Cloudy,0.5,None,1171,Wet Season,13,924.2,718.4
2024-01-09,Main Beach Gate,1,Weekday,0,0,Cloudy,0.5,None,2106,Wet Season,9,636.7,570.9
2024-01-09,Food Vendor Area,1,Weekday,0,0,Cloudy,0.5,None,1678,Wet Season,8,641.6,579.2
2024-01-09,Parking Area,1,Weekday,0,0,Cloudy,0.5,None,1458,Wet Season,11,517.2,385.1
2024-01-09,Hotel Front Area,1,Weekday,0,0,Cloudy,0.5,None,816,Wet Season,19,601.2,540.8
2024-01-09,Event Area,1,Weekday,0,0,Cloudy,0.5,None,3074,Wet Season,13,890.0,763.4
2024-01-09,Legian-side Beach Zone,1,Weekday,0,0,Cloudy,0.5,Market Day,2660,Wet Season,10,478.2,770.8
2024-01-10,Beachwalk Area,2,Weekday,0,0,Sunny,0.0,None,2417,Wet Season,8,718.4,671.7
2024-01-10,Main Beach Gate,2,Weekday,0,0,Sunny,0.0,None,1365,Wet Season,10,570.9,571.9
2024-01-10,Food Vendor Area,2,Weekday,0,0,Sunny,0.0,None,2111,Wet Season,22,579.2,674.2
2024-01-10,Parking Area,2,Weekday,0,0,Sunny,0.0,None,954,Wet Season,17,385.1,413.9
2024-01-10,Hotel Front Area,2,Weekday,0,0,Sunny,0.0,None,2216,Wet Season,18,540.8,521.1
2024-01-10,Event Area,2,Weekday,0,0,Sunny,0.0,None,2181,Wet Season,10,763.4,680.9
2024-01-10,Legian-side Beach Zone,2,Weekday,0,0,Sunny,0.0,None,1627,Wet Season,14,770.8,562.0
2024-01-11,Beachwalk Area,3,Weekday,0,0,Rainy,18.0,None,1678,Wet Season,21,671.7,776.3
2024-01-11,Main Beach Gate,3,Weekday,0,0,Rainy,18.0,None,1915,Wet Season,9,571.9,550.7
2024-01-11,Food Vendor Area,3,Weekday,0,0,Rainy,18.0,None,1653,Wet Season,26,674.2,654.5
2024-01-11,Parking Area,3,Weekday,0,0,Rainy,18.0,None,1948,Wet Season,29,413.9,449.5
2024-01-11,Hotel Front Area,3,Weekday,0,0,Rainy,18.0,Sports Event,3439,Wet Season,29,521.1,884.3
2024-01-11,Event Area,3,Weekday,0,0,Rainy,18.0,None,1488,Wet Season,28,680.9,661.7
2024-01-11,Legian-side Beach Zone,3,Weekday,0,0,Rainy,18.0,None,1926,Wet Season,11,562.0,606.5
2024-01-12,Beachwalk Area,4,Weekday,0,0,Cloudy,0.8,None,2429,Wet Season,27,776.3,608.1
2024-01-12,Main Beach Gate,4,Weekday,0,0,Cloudy,0.8,None,1929,Wet Season,26,550.7,578.2
2024-01-12,Food Vendor Area,4,Weekday,0,0,Cloudy,0.8,None,2427,Wet Season,12,654.5,597.0
2024-01-12,Parking Area,4,Weekday,0,0,Cloudy,0.8,None,1950,Wet Season,16,449.5,436.4
2024-01-12,Hotel Front Area,4,Weekday,0,0,Cloudy,0.8,Cultural Ceremony,2548,Wet Season,29,884.3,877.3
2024-01-12,Event Area,4,Weekday,0,0,Cloudy,0.8,None,2374,Wet Season,23,661.7,665.8
2024-01-12,Legian-side Beach Zone,4,Weekday,0,0,Cloudy,0.8,None,1380,Wet Season,29,606.5,509.9
2024-01-13,Beachwalk Area,5,Weekend,1,0,Sunny,0.0,None,4109,Wet Season,12,608.1,752.8
2024-01-13,Main Beach Gate,5,Weekend,1,0,Sunny,0.0,None,2655,Wet Season,12,578.2,615.1
2024-01-13,Food Vendor Area,5,Weekend,1,0,Sunny,0.0,None,2284,Wet Season,27,597.0,638.3
2024-01-13,Parking Area,5,Weekend,1,0,Sunny,0.0,Cultural Ceremony,3691,Wet Season,11,436.4,744.9
2024-01-13,Hotel Front Area,5,Weekend,1,0,Sunny,0.0,None,1068,Wet Season,17,877.3,737.4
2024-01-13,Event Area,5,Weekend,1,0,Sunny,0.0,None,3645,Wet Season,17,665.8,846.0
2024-01-13,Legian-side Beach Zone,5,Weekend,1,0,Sunny,0.0,None,2038,Wet Season,12,509.9,612.8
2024-01-14,Beachwalk Area,6,Weekend,1,0,Rainy,23.9,None,3084,Wet Season,27,752.8,907.3
2024-01-14,Main Beach Gate,6,Weekend,1,0,Rainy,23.9,None,1532,Wet Season,8,615.1,744.1
2024-01-14,Food Vendor Area,6,Weekend,1,0,Rainy,23.9,None,3166,Wet Season,19,638.3,783.0
2024-01-14,Parking Area,6,Weekend,1,0,Rainy,23.9,None,2425,Wet Season,19,744.9,585.9
2024-01-14,Hotel Front Area,6,Weekend,1,0,Rainy,23.9,None,2762,Wet Season,9,737.4,644.1
2024-01-14,Event Area,6,Weekend,1,0,Rainy,23.9,None,2776,Wet Season,24,846.0,973.8
2024-01-14,Legian-side Beach Zone,6,Weekend,1,0,Rainy,23.9,None,2299,Wet Season,9,612.8,626.3
2024-01-15,Beachwalk Area,0,Weekday,0,0,Rainy,18.9,None,2657,Wet Season,11,907.3,818.1
2024-01-15,Main Beach Gate,0,Weekday,0,0,Rainy,18.9,None,1475,Wet Season,17,744.1,613.3
2024-01-15,Food Vendor Area,0,Weekday,0,0,Rainy,18.9,None,1538,Wet Season,24,783.0,739.5
2024-01-15,Parking Area,0,Weekday,0,0,Rainy,18.9,None,1808,Wet Season,14,585.9,529.6
2024-01-15,Hotel Front Area,0,Weekday,0,0,Rainy,18.9,None,836,Wet Season,19,644.1,521.5
2024-01-15,Event Area,0,Weekday,0,0,Rainy,18.9,None,1422,Wet Season,10,973.8,746.4
2024-01-15,Legian-side Beach Zone,0,Weekday,0,0,Rainy,18.9,None,861,Wet Season,27,626.3,561.2
2024-01-16,Beachwalk Area,1,Weekday,0,0,Cloudy,1.8,None,1673,Wet Season,16,818.1,750.0
2024-01-16,Main Beach Gate,1,Weekday,0,0,Cloudy,1.8,None,1517,Wet Season,27,613.3,552.8
2024-01-16,Food Vendor Area,1,Weekday,0,0,Cloudy,1.8,None,1684,Wet Season,12,739.5,625.6
2024-01-16,Parking Area,1,Weekday,0,0,Cloudy,1.8,None,1690,Wet Season,28,529.6,464.0
2024-01-16,Hotel Front Area,1,Weekday,0,0,Cloudy,1.8,None,1368,Wet Season,14,521.5,435.9
2024-01-16,Event Area,1,Weekday,0,0,Cloudy,1.8,None,2427,Wet Season,21,746.4,699.3
2024-01-16,Legian-side Beach Zone,1,Weekday,0,0,Cloudy,1.8,None,2038,Wet Season,18,561.2,507.4
2024-01-17,Beachwalk Area,2,Weekday,0,0,Stormy,47.5,None,2396,Wet Season,13,750.0,725.4
2024-01-17,Main Beach Gate,2,Weekday,0,0,Stormy,47.5,None,969,Wet Season,16,552.8,648.6
2024-01-17,Food Vendor Area,2,Weekday,0,0,Stormy,47.5,None,2340,Wet Season,12,625.6,689.7
2024-01-17,Parking Area,2,Weekday,0,0,Stormy,47.5,None,2188,Wet Season,8,464.0,574.5
2024-01-17,Hotel Front Area,2,Weekday,0,0,Stormy,47.5,None,2150,Wet Season,20,435.9,567.4
2024-01-17,Event Area,2,Weekday,0,0,Stormy,47.5,None,3133,Wet Season,26,699.3,859.3
2024-01-17,Legian-side Beach Zone,2,Weekday,0,0,Stormy,47.5,None,890,Wet Season,17,507.4,563.9
2024-01-18,Beachwalk Area,3,Weekday,0,0,Sunny,0.0,None,2032,Wet Season,25,725.4,653.1
2024-01-18,Main Beach Gate,3,Weekday,0,0,Sunny,0.0,Sports Event,2029,Wet Season,16,648.6,951.0
2024-01-18,Food Vendor Area,3,Weekday,0,0,Sunny,0.0,None,1147,Wet Season,24,689.7,524.7
2024-01-18,Parking Area,3,Weekday,0,0,Sunny,0.0,None,1940,Wet Season,13,574.5,521.5
2024-01-18,Hotel Front Area,3,Weekday,0,0,Sunny,0.0,None,972,Wet Season,22,567.4,526.2
2024-01-18,Event Area,3,Weekday,0,0,Sunny,0.0,None,1402,Wet Season,12,859.3,689.4
2024-01-18,Legian-side Beach Zone,3,Weekday,0,0,Sunny,0.0,None,2264,Wet Season,25,563.9,435.3
2024-01-19,Beachwalk Area,4,Weekday,0,0,Cloudy,0.6,None,3344,Wet Season,29,653.1,643.4
2024-01-19,Main Beach Gate,4,Weekday,0,0,Cloudy,0.6,None,1770,Wet Season,19,951.0,736.9
2024-01-19,Food Vendor Area,4,Weekday,0,0,Cloudy,0.6,Sports Event,4730,Wet Season,15,524.7,897.9
2024-01-19,Parking Area,4,Weekday,0,0,Cloudy,0.6,None,2471,Wet Season,25,521.5,414.8
2024-01-19,Hotel Front Area,4,Weekday,0,0,Cloudy,0.6,None,1539,Wet Season,29,526.2,405.0
2024-01-19,Event Area,4,Weekday,0,0,Cloudy,0.6,Market Day,3853,Wet Season,20,689.4,1067.5
2024-01-19,Legian-side Beach Zone,4,Weekday,0,0,Cloudy,0.6,None,2417,Wet Season,26,435.3,478.9
2024-01-20,Beachwalk Area,5,Weekend,1,0,Rainy,13.4,None,3758,Wet Season,20,643.4,781.8
2024-01-20,Main Beach Gate,5,Weekend,1,0,Rainy,13.4,None,1524,Wet Season,8,736.9,785.2
2024-01-20,Food Vendor Area,5,Weekend,1,0,Rainy,13.4,None,2147,Wet Season,29,897.9,951.7
2024-01-20,Parking Area,5,Weekend,1,0,Rainy,13.4,None,3162,Wet Season,16,414.8,531.8
2024-01-20,Hotel Front Area,5,Weekend,1,0,Rainy,13.4,None,2108,Wet Season,13,405.0,668.3
2024-01-20,Event Area,5,Weekend,1,0,Rainy,13.4,None,4491,Wet Season,13,1067.5,1243.2
2024-01-20,Legian-side Beach Zone,5,Weekend,1,0,Rainy,13.4,None,3104,Wet Season,12,478.9,704.5
2024-01-21,Beachwalk Area,6,Weekend,1,0,Cloudy,0.5,Beach Festival,2745,Wet Season,11,781.8,1580.0
2024-01-21,Main Beach Gate,6,Weekend,1,0,Cloudy,0.5,None,1082,Wet Season,15,785.2,582.4
2024-01-21,Food Vendor Area,6,Weekend,1,0,Cloudy,0.5,None,1608,Wet Season,29,951.7,878.1
2024-01-21,Parking Area,6,Weekend,1,0,Cloudy,0.5,None,2440,Wet Season,19,531.8,528.6
2024-01-21,Hotel Front Area,6,Weekend,1,0,Cloudy,0.5,None,1560,Wet Season,23,668.3,594.4
2024-01-21,Event Area,6,Weekend,1,0,Cloudy,0.5,None,3733,Wet Season,28,1243.2,1031.8
2024-01-21,Legian-side Beach Zone,6,Weekend,1,0,Cloudy,0.5,None,1172,Wet Season,13,704.5,639.9
2024-01-22,Beachwalk Area,0,Weekday,0,0,Stormy,44.3,None,3021,Wet Season,26,1580.0,1162.4
2024-01-22,Main Beach Gate,0,Weekday,0,0,Stormy,44.3,None,965,Wet Season,8,582.4,697.5
2024-01-22,Food Vendor Area,0,Weekday,0,0,Stormy,44.3,None,1558,Wet Season,17,878.1,839.5
2024-01-22,Parking Area,0,Weekday,0,0,Stormy,44.3,None,1699,Wet Season,17,528.6,552.8
2024-01-22,Hotel Front Area,0,Weekday,0,0,Stormy,44.3,None,2331,Wet Season,27,594.4,571.7
2024-01-22,Event Area,0,Weekday,0,0,Stormy,44.3,None,1192,Wet Season,9,1031.8,857.9
2024-01-22,Legian-side Beach Zone,0,Weekday,0,0,Stormy,44.3,None,910,Wet Season,23,639.9,486.1
2024-01-23,Beachwalk Area,1,Weekday,0,0,Sunny,0.0,None,1622,Wet Season,11,1162.4,786.5
2024-01-23,Main Beach Gate,1,Weekday,0,0,Sunny,0.0,None,2018,Wet Season,25,697.5,594.8
2024-01-23,Food Vendor Area,1,Weekday,0,0,Sunny,0.0,None,1828,Wet Season,25,839.5,615.8
2024-01-23,Parking Area,1,Weekday,0,0,Sunny,0.0,None,2228,Wet Season,13,552.8,424.1
2024-01-23,Hotel Front Area,1,Weekday,0,0,Sunny,0.0,None,1145,Wet Season,21,571.7,456.7
2024-01-23,Event Area,1,Weekday,0,0,Sunny,0.0,None,2654,Wet Season,22,857.9,755.4
2024-01-23,Legian-side Beach Zone,1,Weekday,0,0,Sunny,0.0,None,1149,Wet Season,18,486.1,490.8
2024-01-24,Beachwalk Area,2,Weekday,0,0,Sunny,0.0,None,2912,Wet Season,15,786.5,749.0
2024-01-24,Main Beach Gate,2,Weekday,0,0,Sunny,0.0,None,1518,Wet Season,22,594.8,514.5
2024-01-24,Food Vendor Area,2,Weekday,0,0,Sunny,0.0,None,1273,Wet Season,21,615.8,573.8
2024-01-24,Parking Area,2,Weekday,0,0,Sunny,0.0,None,1325,Wet Season,26,424.1,416.7
2024-01-24,Hotel Front Area,2,Weekday,0,0,Sunny,0.0,None,1549,Wet Season,18,456.7,454.8
2024-01-24,Event Area,2,Weekday,0,0,Sunny,0.0,Cultural Ceremony,4567,Wet Season,22,755.4,941.6
2024-01-24,Legian-side Beach Zone,2,Weekday,0,0,Sunny,0.0,None,827,Wet Season,17,490.8,438.3
2024-01-25,Beachwalk Area,3,Weekday,0,0,Rainy,6.8,None,1870,Wet Season,24,749.0,688.3
2024-01-25,Main Beach Gate,3,Weekday,0,0,Rainy,6.8,None,2217,Wet Season,10,514.5,644.8
2024-01-25,Food Vendor Area,3,Weekday,0,0,Rainy,6.8,None,1027,Wet Season,22,573.8,661.3
2024-01-25,Parking Area,3,Weekday,0,0,Rainy,6.8,None,2192,Wet Season,19,416.7,394.2
2024-01-25,Hotel Front Area,3,Weekday,0,0,Rainy,6.8,None,2341,Wet Season,27,454.8,531.5
2024-01-25,Event Area,3,Weekday,0,0,Rainy,6.8,None,1559,Wet Season,20,941.6,750.0
2024-01-25,Legian-side Beach Zone,3,Weekday,0,0,Rainy,6.8,None,2260,Wet Season,29,438.3,445.6
2024-01-26,Beachwalk Area,4,Weekday,0,0,Cloudy,1.0,None,3176,Wet Season,16,688.3,588.6
2024-01-26,Main Beach Gate,4,Weekday,0,0,Cloudy,1.0,None,1863,Wet Season,12,644.8,680.4
2024-01-26,Food Vendor Area,4,Weekday,0,0,Cloudy,1.0,None,2145,Wet Season,27,661.3,699.5
2024-01-26,Parking Area,4,Weekday,0,0,Cloudy,1.0,None,1445,Wet Season,29,394.2,357.3
2024-01-26,Hotel Front Area,4,Weekday,0,0,Cloudy,1.0,None,1746,Wet Season,9,531.5,517.7
2024-01-26,Event Area,4,Weekday,0,0,Cloudy,1.0,None,3161,Wet Season,20,750.0,763.4
2024-01-26,Legian-side Beach Zone,4,Weekday,0,0,Cloudy,1.0,None,1941,Wet Season,11,445.6,461.3
2024-01-27,Beachwalk Area,5,Weekend,1,0,Rainy,9.8,Cultural Ceremony,4729,Wet Season,12,588.6,1468.8
2024-01-27,Main Beach Gate,5,Weekend,1,0,Rainy,9.8,None,2137,Wet Season,18,680.4,755.4
2024-01-27,Food Vendor Area,5,Weekend,1,0,Rainy,9.8,None,1051,Wet Season,12,699.5,729.7
2024-01-27,Parking Area,5,Weekend,1,0,Rainy,9.8,None,1055,Wet Season,15,357.3,526.9
2024-01-27,Hotel Front Area,5,Weekend,1,0,Rainy,9.8,None,3166,Wet Season,16,517.7,692.8
2024-01-27,Event Area,5,Weekend,1,0,Rainy,9.8,None,4318,Wet Season,10,763.4,964.8
2024-01-27,Legian-side Beach Zone,5,Weekend,1,0,Rainy,9.8,None,1452,Wet Season,19,461.3,550.5
2024-01-28,Beachwalk Area,6,Weekend,1,0,Stormy,59.6,Music Concert,10465,Wet Season,29,1468.8,2141.4
2024-01-28,Main Beach Gate,6,Weekend,1,0,Stormy,59.6,None,2173,Wet Season,12,755.4,780.7
2024-01-28,Food Vendor Area,6,Weekend,1,0,Stormy,59.6,Market Day,5980,Wet Season,21,729.7,1315.3
2024-01-28,Parking Area,6,Weekend,1,0,Stormy,59.6,None,2424,Wet Season,25,526.9,650.1
2024-01-28,Hotel Front Area,6,Weekend,1,0,Stormy,59.6,None,3053,Wet Season,26,692.8,756.2
2024-01-28,Event Area,6,Weekend,1,0,Stormy,59.6,None,2499,Wet Season,22,964.8,1037.0
2024-01-28,Legian-side Beach Zone,6,Weekend,1,0,Stormy,59.6,None,2347,Wet Season,9,550.5,704.1
2024-01-29,Beachwalk Area,0,Weekday,0,0,Stormy,45.0,Music Concert,3716,Wet Season,17,2141.4,1884.8
2024-01-29,Main Beach Gate,0,Weekday,0,0,Stormy,45.0,None,2492,Wet Season,8,780.7,746.8
2024-01-29,Food Vendor Area,0,Weekday,0,0,Stormy,45.0,None,1219,Wet Season,13,1315.3,999.8
2024-01-29,Parking Area,0,Weekday,0,0,Stormy,45.0,None,2234,Wet Season,8,650.1,492.5
2024-01-29,Hotel Front Area,0,Weekday,0,0,Stormy,45.0,None,2345,Wet Season,12,756.2,743.3
2024-01-29,Event Area,0,Weekday,0,0,Stormy,45.0,None,2247,Wet Season,20,1037.0,772.9
2024-01-29,Legian-side Beach Zone,0,Weekday,0,0,Stormy,45.0,None,1015,Wet Season,27,704.1,547.0
2024-01-30,Beachwalk Area,1,Weekday,0,0,Rainy,8.0,None,2300,Wet Season,20,1884.8,1143.4
2024-01-30,Main Beach Gate,1,Weekday,0,0,Rainy,8.0,None,1554,Wet Season,11,746.8,679.4
2024-01-30,Food Vendor Area,1,Weekday,0,0,Rainy,8.0,None,868,Wet Season,27,999.8,670.9
2024-01-30,Parking Area,1,Weekday,0,0,Rainy,8.0,None,1349,Wet Season,13,492.5,463.8
2024-01-30,Hotel Front Area,1,Weekday,0,0,Rainy,8.0,None,1101,Wet Season,18,743.3,509.3
2024-01-30,Event Area,1,Weekday,0,0,Rainy,8.0,None,2459,Wet Season,25,772.9,784.8
2024-01-30,Legian-side Beach Zone,1,Weekday,0,0,Rainy,8.0,Sports Event,3604,Wet Season,11,547.0,1036.6
2024-01-31,Beachwalk Area,2,Weekday,0,0,Rainy,5.5,None,2531,Wet Season,16,1143.4,835.8
2024-01-31,Main Beach Gate,2,Weekday,0,0,Rainy,5.5,None,2119,Wet Season,16,679.4,701.9
2024-01-31,Food Vendor Area,2,Weekday,0,0,Rainy,5.5,None,1613,Wet Season,12,670.9,807.9
2024-01-31,Parking Area,2,Weekday,0,0,Rainy,5.5,None,2005,Wet Season,8,463.8,539.2
2024-01-31,Hotel Front Area,2,Weekday,0,0,Rainy,5.5,None,1735,Wet Season,22,509.3,496.7
2024-01-31,Event Area,2,Weekday,0,0,Rainy,5.5,Beach Festival,3226,Wet Season,28,784.8,1536.3
2024-01-31,Legian-side Beach Zone,2,Weekday,0,0,Rainy,5.5,None,1043,Wet Season,18,1036.6,719.3
2024-02-01,Beachwalk Area,3,Weekday,0,0,Rainy,14.6,None,2014,Wet Season,18,835.8,646.3
2024-02-01,Main Beach Gate,3,Weekday,0,0,Rainy,14.6,None,2005,Wet Season,14,701.9,601.2
2024-02-01,Food Vendor Area,3,Weekday,0,0,Rainy,14.6,Beach Festival,2225,Wet Season,18,807.9,1401.5
2024-02-01,Parking Area,3,Weekday,0,0,Rainy,14.6,Market Day,3141,Wet Season,27,539.2,655.6
2024-02-01,Hotel Front Area,3,Weekday,0,0,Rainy,14.6,None,1141,Wet Season,15,496.7,495.7
2024-02-01,Event Area,3,Weekday,0,0,Rainy,14.6,None,2749,Wet Season,26,1536.3,908.3
2024-02-01,Legian-side Beach Zone,3,Weekday,0,0,Rainy,14.6,None,831,Wet Season,24,719.3,463.5
2024-02-02,Beachwalk Area,4,Weekday,0,0,Rainy,16.3,Music Concert,5671,Wet Season,29,646.3,1568.6
2024-02-02,Main Beach Gate,4,Weekday,0,0,Rainy,16.3,None,1746,Wet Season,11,601.2,571.5
2024-02-02,Food Vendor Area,4,Weekday,0,0,Rainy,16.3,None,2466,Wet Season,17,1401.5,835.7
2024-02-02,Parking Area,4,Weekday,0,0,Rainy,16.3,None,2203,Wet Season,8,655.6,469.7
2024-02-02,Hotel Front Area,4,Weekday,0,0,Rainy,16.3,None,2001,Wet Season,14,495.7,576.8
2024-02-02,Event Area,4,Weekday,0,0,Rainy,16.3,Music Concert,3485,Wet Season,15,908.3,1475.8
2024-02-02,Legian-side Beach Zone,4,Weekday,0,0,Rainy,16.3,None,1378,Wet Season,26,463.5,495.4
2024-02-03,Beachwalk Area,5,Weekend,1,0,Cloudy,0.2,None,3459,Wet Season,21,1568.6,1168.1
2024-02-03,Main Beach Gate,5,Weekend,1,0,Cloudy,0.2,None,1253,Wet Season,29,571.5,564.7
2024-02-03,Food Vendor Area,5,Weekend,1,0,Cloudy,0.2,None,2265,Wet Season,25,835.7,664.7
2024-02-03,Parking Area,5,Weekend,1,0,Cloudy,0.2,Market Day,1994,Wet Season,26,469.7,690.9
2024-02-03,Hotel Front Area,5,Weekend,1,0,Cloudy,0.2,None,1706,Wet Season,8,576.8,672.3
2024-02-03,Event Area,5,Weekend,1,0,Cloudy,0.2,Cultural Ceremony,6231,Wet Season,19,1475.8,1696.4
2024-02-03,Legian-side Beach Zone,5,Weekend,1,0,Cloudy,0.2,None,2702,Wet Season,16,495.4,541.6
2024-02-04,Beachwalk Area,6,Weekend,1,0,Cloudy,1.9,None,3827,Wet Season,24,1168.1,1055.9
2024-02-04,Main Beach Gate,6,Weekend,1,0,Cloudy,1.9,None,1205,Wet Season,24,564.7,613.6
